sepal length,sepal width,petal length,petal width,label,given_label,predicted_label,suggested_label,self_confidence,alternative_prob,quality_score,is_label_issue,rank
4.9,3.6,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.993253371612975,0.004217599556251334,0.993253371612975,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.98100054215395,0.017898807272634785,0.98100054215395,False,3000
5.6,4.0,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.5764610612790915,0.42353013898309044,0.5764610612790915,False,3000
5.1,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852518712789862,0.013800233623030834,0.9852518712789862,False,3000
5.5,3.9,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852518712789862,0.013800233623030834,0.9852518712789862,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9979267755400872,0.0016703449698577837,0.9979267755400872,False,3000
4.9,3.4,1.6,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9964610117273778,0.003388034718502765,0.9964610117273778,False,3000
5.0,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9826415619498304,0.017185279868026322,0.9826415619498304,False,3000
5.2,3.8,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9886763101019819,0.010536428122925549,0.9886763101019819,False,3000
4.6,3.3,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-virginica,Iris-virginica,0.1995325207338031,0.8004534819771965,0.1995325207338031,True,3000
5.1,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852518712789862,0.013800233623030834,0.9852518712789862,False,3000
4.4,3.1,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.969273570035601,0.030669336867677623,0.969273570035601,False,3000
4.7,3.2,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9853581260680517,0.014622354668547947,0.9853581260680517,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9988619356169616,0.0007210457050812945,0.9988619356169616,False,3000
5.1,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852971560096376,0.014358296431673462,0.9852971560096376,False,3000
5.1,3.8,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982039582946932,0.0011918762804041124,0.9982039582946932,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.7695955657603435,0.23040152471684894,0.7695955657603435,False,3000
5.3,3.4,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9981467524392,0.001556058223770193,0.9981467524392,False,3000
4.7,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9942785127732264,0.005591287333502538,0.9942785127732264,False,3000
5.0,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.969273570035601,0.030669336867677623,0.969273570035601,False,3000
5.0,3.0,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9677892196606045,0.032190057869598866,0.9677892196606045,False,3000
4.8,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-virginica,Iris-virginica,0.4140061493800879,0.5850099655291761,0.4140061493800879,True,3000
5.0,3.5,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9853014804343473,0.014668904671324267,0.9853014804343473,False,3000
5.2,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9974857875193727,0.0020015540299751114,0.9974857875193727,False,3000
5.0,3.4,1.6,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9910711420250823,0.008850387213068796,0.9910711420250823,False,3000
5.1,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9878382154912807,0.010168521239537888,0.9878382154912807,False,3000
5.1,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9956416525256914,0.0025299006660117096,0.9956416525256914,False,3000
5.1,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9901104713353179,0.00956138611551922,0.9901104713353179,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9968522121445731,0.0030419031379619785,0.9968522121445731,False,3000
5.1,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.997081507820468,0.002873247208965166,0.997081507820468,False,3000
4.7,3.5,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9645391433115901,0.033739432741704704,0.9645391433115901,False,3000
4.8,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9736173813779218,0.026376146910339737,0.9736173813779218,False,3000
5.0,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.98100054215395,0.017898807272634785,0.98100054215395,False,3000
4.8,3.6,1.1,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9964148271222218,0.0031677542395347844,0.9964148271222218,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9983897292292688,0.0014984734259822898,0.9983897292292688,False,3000
5.3,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9966636064700626,0.0026026570715682157,0.9966636064700626,False,3000
4.6,3.3,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9972007040195863,0.0026825982232986396,0.9972007040195863,False,3000
4.8,3.1,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9550629628766795,0.044920203740422514,0.9550629628766795,False,3000
5.1,3.5,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9753878378876002,0.024576054485948462,0.9753878378876002,False,3000
5.0,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9953495410134957,0.004293867875431358,0.9953495410134957,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9903897745662866,0.00919873840535602,0.9903897745662866,False,3000
5.3,3.8,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9800238603394557,0.01599368847361301,0.9800238603394557,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9916265237894759,0.00620352668950549,0.9916265237894759,False,3000
5.4,3.4,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9985282375216489,0.0009820200529311268,0.9985282375216489,False,3000
5.0,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8609380911945913,0.1390548580670258,0.8609380911945913,False,3000
5.5,4.2,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9962982313705863,0.003572853185776511,0.9962982313705863,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9923094207655513,0.00653444182286895,0.9923094207655513,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9403193378632186,0.05965237995575112,0.9403193378632186,False,3000
4.8,3.0,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982787804866594,0.0012722248652683663,0.9982787804866594,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.7572685905293844,0.2427284952812422,0.7572685905293844,False,3000
4.8,3.4,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.983405864971739,0.01332718644397636,0.983405864971739,False,3000
5.2,3.8,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9971562151272857,0.002812105116749286,0.9971562151272857,False,3000
5.3,4.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9836991167392906,0.015545813702158035,0.9836991167392906,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9981630813713508,0.001546326178493416,0.9981630813713508,False,3000
5.3,3.5,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9960088374327106,0.003918413947940801,0.9960088374327106,False,3000
4.5,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9981103324557448,0.0017843673858055538,0.9981103324557448,False,3000
5.5,3.9,1.6,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9960664753884977,0.0037966774712026577,0.9960664753884977,False,3000
5.3,3.9,1.8,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8064988802600815,0.19349041420298715,0.8064988802600815,False,3000
5.1,3.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9907663101872625,0.008538206865835002,0.9907663101872625,False,3000
4.9,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9607507880886568,0.0385500801511567,0.9607507880886568,False,3000
4.9,3.1,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9905422178797777,0.00929562253826687,0.9905422178797777,False,3000
5.1,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9948060592205709,0.003292548717459511,0.9948060592205709,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9984655182308222,0.0010243409030159629,0.9984655182308222,False,3000
4.5,3.1,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9524128009542477,0.047545916038273316,0.9524128009542477,False,3000
5.3,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9902785398848754,0.009682690998083799,0.9902785398848754,False,3000
4.8,3.1,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9309325450190739,0.06899747413416202,0.9309325450190739,False,3000
5.2,3.8,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.995923444471499,0.0040009602837235625,0.995923444471499,False,3000
4.9,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9971628632866009,0.0027922098708796214,0.9971628632866009,False,3000
5.5,3.5,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9984961108514062,0.0010099822590146112,0.9984961108514062,False,3000
4.8,3.1,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852971560096376,0.014358296431673462,0.9852971560096376,False,3000
5.0,3.0,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9741682581608797,0.025815917777864558,0.9741682581608797,False,3000
5.0,3.4,1.6,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9976791813247322,0.001773983712809095,0.9976791813247322,False,3000
5.2,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9948119269647918,0.0032664644445753494,0.9948119269647918,False,3000
4.6,3.2,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9550148789503743,0.044968393069992424,0.9550148789503743,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9955858014507063,0.004205251107592067,0.9955858014507063,False,3000
5.1,3.5,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9961474067502021,0.0034434126434461586,0.9961474067502021,False,3000
4.5,3.1,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8623500410709868,0.13764340266070896,0.8623500410709868,False,3000
5.0,3.4,1.6,0.5,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.95435393418715,0.045608383974254436,0.95435393418715,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9817812259071764,0.011309170266841828,0.9817812259071764,False,3000
5.1,3.8,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9968763962418168,0.0021696164252009054,0.9968763962418168,False,3000
4.7,2.8,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9965450392066282,0.002716347373939386,0.9965450392066282,False,3000
5.4,4.2,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-virginica,Iris-virginica,0.1995325207338031,0.8004534819771965,0.1995325207338031,True,3000
4.6,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9872364947462998,0.012716390712640082,0.9872364947462998,False,3000
4.4,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9977529797346131,0.0018838454517706412,0.9977529797346131,False,3000
5.0,3.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9964016405751909,0.0034745205933174707,0.9964016405751909,False,3000
5.8,4.0,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9959779393056183,0.003851356698204042,0.9959779393056183,False,3000
5.3,3.4,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9535801217870119,0.04638040963960642,0.9535801217870119,False,3000
4.6,3.3,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.977654657111631,0.022335987173312734,0.977654657111631,False,3000
5.0,3.4,1.6,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9973024524291138,0.0025618711712387804,0.9973024524291138,False,3000
5.3,3.7,1.6,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9835252826039127,0.013909878842508426,0.9835252826039127,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9976511811353035,0.002216294637015001,0.9976511811353035,False,3000
4.4,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.838728340907337,0.1612414098127321,0.838728340907337,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9968917148195172,0.002977405616945114,0.9968917148195172,False,3000
4.7,3.2,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9947792368635437,0.003379055553793728,0.9947792368635437,False,3000
5.0,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9956416525256914,0.0025299006660117096,0.9956416525256914,False,3000
4.6,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9254212241263108,0.06441086537297354,0.9254212241263108,False,3000
4.6,3.6,0.9,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9314296511741659,0.05196340166359043,0.9314296511741659,False,3000
4.7,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9981467524392,0.001556058223770193,0.9981467524392,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9560245594232705,0.039784139270161535,0.9560245594232705,False,3000
5.4,4.2,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9895458135660999,0.00555361052941513,0.9895458135660999,False,3000
5.1,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9986720064849335,0.0012966960057904553,0.9986720064849335,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9502730647962662,0.04257502349514832,0.9502730647962662,False,3000
4.8,3.0,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9711029961606708,0.028842358936118195,0.9711029961606708,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9853958815065196,0.014137232049788635,0.9853958815065196,False,3000
4.8,3.0,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9907826397205837,0.009070307166256364,0.9907826397205837,False,3000
4.8,3.1,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9984961108514062,0.0010099822590146112,0.9984961108514062,False,3000
4.7,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9955877255740021,0.004161367758928422,0.9955877255740021,False,3000
5.1,3.6,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8623500410709868,0.13764340266070896,0.8623500410709868,False,3000
5.2,3.8,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9524128009542477,0.047545916038273316,0.9524128009542477,False,3000
4.8,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9241832793572473,0.07580841251527205,0.9241832793572473,False,3000
5.1,3.7,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9975418811247158,0.0018521156263967909,0.9975418811247158,False,3000
4.9,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9727516557355126,0.0243284467033045,0.9727516557355126,False,3000
5.2,3.7,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9985227522920295,0.0013619042499531996,0.9985227522920295,False,3000
5.7,4.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9656459778174885,0.03267859461204187,0.9656459778174885,False,3000
5.2,4.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9849269007332934,0.014222613245415476,0.9849269007332934,False,3000
5.0,3.6,1.5,0.5,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9912747878050161,0.008035534117900337,0.9912747878050161,False,3000
5.7,4.1,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9996094867044426,0.00022874631319624793,0.9996094867044426,False,3000
5.1,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.99767108814311,0.002229392311864385,0.99767108814311,False,3000
4.6,3.5,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9875988412777298,0.010685891820725286,0.9875988412777298,False,3000
5.1,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982524889115895,0.0014446879522958108,0.9982524889115895,False,3000
4.9,3.1,1.3,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9835503953345947,0.013997894744568033,0.9835503953345947,False,3000
4.4,3.1,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9964610117273778,0.003388034718502765,0.9964610117273778,False,3000
5.0,3.3,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9902764250612135,0.009690190813905987,0.9902764250612135,False,3000
5.2,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9817637877820604,0.017982598175138403,0.9817637877820604,False,3000
4.5,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9912747878050161,0.008035534117900337,0.9912747878050161,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.998192313483148,0.0015420680359747856,0.998192313483148,False,3000
5.1,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9890003180487147,0.010941134998640847,0.9890003180487147,False,3000
4.6,3.2,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9307591256468015,0.059207897354048064,0.9307591256468015,False,3000
4.7,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8548589766184894,0.1451284570061211,0.8548589766184894,False,3000
4.9,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9985883667156301,0.0012374254855300852,0.9985883667156301,False,3000
4.9,3.0,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9947792368635437,0.003379055553793728,0.9947792368635437,False,3000
5.0,3.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9968913037565479,0.0021966967066108446,0.9968913037565479,False,3000
5.3,3.5,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.6480174366873217,0.35184559081327316,0.6480174366873217,False,3000
4.6,2.5,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9835927631718189,0.016377323416866076,0.9835927631718189,False,3000
5.3,3.7,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9909354820876177,0.00838552121341785,0.9909354820876177,False,3000
4.4,2.9,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9910164569634504,0.008938074077662481,0.9910164569634504,False,3000
5.0,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.984073900976793,0.01580860943943511,0.984073900976793,False,3000
5.0,3.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9948119269647918,0.0032664644445753494,0.9948119269647918,False,3000
5.0,3.5,1.3,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9856352443703116,0.014257418218566133,0.9856352443703116,False,3000
4.6,3.5,1.1,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9977182981550964,0.00217266799198639,0.9977182981550964,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9981467524392,0.001556058223770193,0.9981467524392,False,3000
4.4,3.2,1.3,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9962653583736695,0.003319982922738902,0.9962653583736695,False,3000
4.8,3.0,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9980849713803437,0.0011210007601021369,0.9980849713803437,False,3000
5.1,3.5,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.994015620282734,0.005572185329426408,0.994015620282734,False,3000
5.1,3.7,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9824263632142383,0.014562202034882517,0.9824263632142383,False,3000
4.8,3.4,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9980376554066074,0.0015848747724676161,0.9980376554066074,False,3000
5.1,3.5,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9942052321229895,0.0037535004724212145,0.9942052321229895,False,3000
5.2,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.6819194027319695,0.3158031163717772,0.6819194027319695,False,3000
4.9,3.4,1.6,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9916265237894759,0.00620352668950549,0.9916265237894759,False,3000
5.1,3.8,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9984860262980335,0.0014511081829155792,0.9984860262980335,False,3000
5.2,3.7,1.6,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9985227522920295,0.0013619042499531996,0.9985227522920295,False,3000
5.4,3.4,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9874255025991353,0.011609873475500696,0.9874255025991353,False,3000
4.9,3.1,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982524889115895,0.0014446879522958108,0.9982524889115895,False,3000
5.1,3.8,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9922854130819584,0.006349296682938406,0.9922854130819584,False,3000
5.5,3.9,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9680617547808081,0.030237633581071104,0.9680617547808081,False,3000
4.9,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9870250074204999,0.012957161062775308,0.9870250074204999,False,3000
5.4,3.9,1.5,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.8039803488721312,0.19464233809789722,0.8039803488721312,False,3000
4.6,3.4,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.6723531965551125,0.32764273547178285,0.6723531965551125,False,3000
5.3,3.5,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9989914194922445,0.0009902476640172193,0.9989914194922445,False,3000
4.9,3.0,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9894438322936501,0.009729121249678124,0.9894438322936501,False,3000
4.9,3.0,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9890003180487147,0.010941134998640847,0.9890003180487147,False,3000
5.2,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9979606047865599,0.0016474296542536323,0.9979606047865599,False,3000
5.1,3.4,1.5,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.6748810195249708,0.32511538612102275,0.6748810195249708,False,3000
5.1,3.8,1.8,0.4,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9968073309750313,0.0030947297045594555,0.9968073309750313,False,3000
5.3,4.2,1.5,0.1,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982257860132356,0.0017465835144751048,0.9982257860132356,False,3000
4.6,3.3,1.5,0.3,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.994429065478487,0.002901671586676907,0.994429065478487,False,3000
4.8,3.6,1.1,0.2,Iris-setosa,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9949115077692083,0.0031771177524030658,0.9949115077692083,False,3000
